id|uuid|slug|title|description|startDate|endDate|updateDate|addedDate|numberOfDisciplines|numberOfTeams|totalCount|card_id|project_ids
159|ea20c07a-f153-59cb-aeaf-47d115b154a8|hz28yh4wsz9t3|Greycat Industrial MT FPS Attachments|Designing and creating the GRIN Multi-tool FPS Attachments. Includes asset creation, animation, and balancing.|1613347200000|1616716800000|1608316560000|1629867600000|1|1|||SC,SQ42
160|ba9fe16c-6cc1-534c-bc26-019d262fd4a3|trtr7asakmqfw|Greycat Industrial ROC-DS|Building, implementing, and balancing the Greycat ROC-DS as a drivable vehicle.|1609718400000|1616112000000|1617820391000|1629867600000|4|3||22|SC
161|12cd23d6-a54c-5b7b-8707-650a9da258c0|l39pxgahv3gp4|Greycat Industrial Salvage Tool|Designing and creating a stand-alone salvage tool. Includes asset creation, animation, and balancing.|1617580800000|1628208000000|1612827082000|1629867600000|2|1|||SC,SQ42
162|5239e2b0-103d-57c6-bfc1-a121acdce5ba|00jqyqkggtben|Greycat Industrial Tractor Tool|Designing and creating the dedicated tractor beam tool. This includes asset creation, animation, and balancing.|1615766400000|1623974400000|1612825837000|1629867600000|2|1|||SC,SQ42
163|5fce9544-220c-566c-98cf-ddfff8a0ee8d|k58vfj18sr1oc|Greycat PTV Gold Standard|Implementing, polishing, and optimizing all features required to bring the Greycat PTV to gold standard.|1641168000000|1643328000000|1621427391000|1629867600000|1|1|||SC
164|d3821886-3207-5169-9e55-cd1e8582b600|c34jb6o7zcvq7|GrimHex - Hospital Interior Location|Implementation of a working clinic located within GrimHex, where players can be healed, as well as purchase medical supplies and life insurance.|1621900800000|1632441600000|1628647087000|1629867600000|3|4||23|SC
165|bc02b38d-a1e4-5e6b-9b51-a6f047051a2a|0tgrh3zzhv4yc|Ground Scramble Race|Adding Scramble Races to Hurston and its moons along with general improvements and bug fixes.|1632700800000|1639699200000|1608567399000|1629867600000|1|1|||SC
166|5da1eff8-2183-57fd-9c9d-159a253e4654|33474a7cs0v1j|Hacking T0|All back-end tech tasks related to creating the first pass of the hacking feature that will be used in future location and mission updates. When implemented in-game this feature will be used to access systems and areas that have been previously closed to the player. The hacking process will be represented via a minigame that is displayed on the player's HUD visor.|1609718400000|1640044800000|1617820897000|1629867600000|4|8||24|SC,SQ42
167|7d44696b-dd2e-544a-a11d-1a45f73fb06a|g0e6jgobpwt5h|Hangar Manager App V1|Creating a mobiGlas app that emulates the functionality of ASOP terminals, allowing players to spawn ships, claim insurance and access the array of landing services to maintain their ships.|1625443200000|1646092800000|1622667896000|1629867600000|3|1||25|SC
168|2008545b-c03f-599a-8aa6-2bc6da925241|cm3gk608pu8nm|Harvestables/Minables|Adding the first iteration of 'looting'. This involves spawning weapons, bottles of water, MedPens, and clothing at various locations that the player can find, store, and use.|1609718400000|1650585600000|1618252959000|1629867600000|2|2|||SC
169|129a117a-d5bb-5242-979e-16724e00ee30|nyubv3xbov1id|Head Rigging|Creation of additional animation rigs to be used by various character heads.|1619481600000|1624233600000|1617825177000|1629867600000|1|1|||SC,SQ42
170|aa33c2ab-b832-5c84-b44f-5f623891b5c1|4vh8phhjp40tc|Healing T0 / Actor Status T1|The improved Player Status System focuses on implementing additional statuses, specifically intoxication and effects from drugs, and the associated functional and visual feedback. This also will allow players to use items with healing properties, such as the MedPen, on other player characters and NPCs.|1609718400000|1631750400000|1617820830000|1629867600000|5|6||26|SC,SQ42
171|4274d6a6-47c2-5f31-b427-524c90a4c32a|cjfjqm0gi25dt|Heat Suit|This is a heavy armor suit (manufactured by Caldera) that is meant to hold up to extreme heat conditions found on various planets.|1616976000000|1630022400000|1617826032000|1629867600000|2|1|||SC
172|7f284180-7f66-5ff1-8556-2b99fe12d685|netoco7ydk073|HEX|Increase Hex Tools feature set to enable player relations and developers to view and manipulate real-time data from all microservices in the mesh. |1609891200000|1656633600000|1611715607000|1629867600000|1|2|||SC
173|88770c1d-6fea-5d02-b948-0cfb00d87bce|dtbya3hh6tuxw|Hospital Doctor Uniform|Doctor uniform worn by NPCs working in hospitals. |1616976000000|1621555200000|1617826052000|1629867600000|1|1|||SC
174|d155f0f3-5ab2-5bdd-a3f6-bb5b7696bfa8|656pp4xjn72e8|Hospital Medical Concept Kit|Concepts for a variety of hospital themed NPCs, planned alongside the release of Hospitals as a Landing Zone element.|1629072000000|1630022400000|1617826199000|1629867600000|1|1|||SC
175|97707234-0aab-555f-846c-853afa855dfd|w1izbvy8eqza3|Hospital Nurse|Nurse uniform worn by NPCs working in hospitals. |1616976000000|1631232000000|1617826302000|1629867600000|2|1|||SC
176|ed35f383-6576-51a8-a3cb-870f357cb5d8|pk03w6w6flftt|Hospitals T0|Encompasses all tasks, including design, art, audio, and tech required for the implementation of the first hospitals in the persistent universe.|1609718400000|1631232000000|1617824404000|1629867600000|4|6|||SC
177|7407d92f-2508-53ef-bc55-32c7fc2ad6e8|wy28ei850e6x8|Hull Visual Degradation|Introducing visual wear-and-tear to player ships as they age and degrade. When implemented, ships will subtly change depending on how long they have existed in the 'verse.|1611360000000|1617321600000|1617820563000|1629867600000|2|2||27|SC
178|653c2599-ae53-58da-a4f1-5b78f11705ae|odesb8z97letv|Hybrid Service|Moves the network code's Replication Layer out of the Dedicated Game Server (DGS) and into a stand-alone service. This service is referred to as the Hybrid, as later versions of Server Meshing will split it into component services handling different aspects of the Replication Layer's functionality. The first version of Server Meshing will use the Hybrid service to manage client and server streaming, replication of networked state between clients and servers, and persisting state changes to the EntityGraph.|1620604800000|1632441600000|1617827119000|1629867600000|1|1|||SC
179|b92c0f57-96b4-5a02-b217-1702ff5e7f87|lp4wbckjh8pyv|Identity Service|Identity service will be a proxy service that will relay information about accounts between the RSI platform, Tavern (Spectrum) and the game client.|1638921600000|1656633600000|1621427477000|1629867600000|1|1|||SC
180|ec4f223b-b96e-5c81-aa1d-ff4bd4f817bd|5l4jv3rwpqhoi|Improved OC Workflow|Quality of life and workflow improvements to Object Container handling within the Editor. |1609891200000|1631664000000|1611764523000|1629867600000|1|1|||SC,SQ42
181|ea297315-e370-5f63-8537-4776322ebfd4|1vkyawipgb68e|Incendiary Ammunition|This is a new ballistic projectile that burns on impact, causing the target to take damage over time and potentially causing items in the environment to catch fire.|1652659200000|1657238400000|1628644163000|1629867600000|1|1|||SC
182|f966b294-04c5-531d-9a22-ee6f37fc4b44|8w28c0ps001su|Increasing Player Hab Number|Increase of Player Habs to 100 per landing zone.|1615852800000|1618272000000|1617825476000|1629867600000|2|1|||SC
183|37b45738-ea17-5f30-af26-7f766bd32f92|b3c0uwjn5hz2i|Infiltrate/Defend Mission|Underground Facilities are the first place to benefit from the addition of spawn closets which allow us the expansion of the suite of missions that take place there. Missions range from all-out assaults to situations where you may be able to complete objectives without the need to engage in combat at all, and include both lawful and unlawful versions.|1622505600000|1632096000000|1628650265000|1629867600000|3|4||28|SC
184|7779d247-e604-5b5b-9897-c9387bf9fab2|abfu4uwzgh912|Inventory System|Creating an updated API system that supports multiple player/location inventories, stacking as well as trading between inventories.|1621987200000|1626739200000|1617827210000|1629867600000|1|1|||SC
185|a3daa249-99f1-5578-8b30-1a34da60f1c5|1t0rebloslqmu|Inventory Unstow|&quot;Unstow&quot; refers to fetching an item from an inventory and placing it into a Shard. For example, a ship loaded with cargo being unstowed, removes the ship and it's associated cargo from the inventory and places them into the game. This work implements moving an item's persistent data from an inventory into a Shard managed by the EntityGraph, and adding the item to the Replication Layer.|1626652800000|1630368000000|1626277393000|1629867600000|1|2|||SC
186|cdec891b-b2a0-5030-b99d-9984cdb579f7|giwj5bw3h31a1|Itemport Mod API|This API allows tools like the Vehicle Modification App (VMA) to modify ship loadouts inside inventories.|1626825600000|1630368000000|1626277519000|1629867600000|1|1|||SC
187|ab548109-0119-51d3-a0c3-71251a37afef|ijfw8wc5l12w0|Jira Archiver|Create a tool that archives old Jira tickets to help manage completed, outdated and deprecated tasks. |1609891200000|1612310400000|1611718322000|1629867600000|1|1|||SC,SQ42
188|4779eefb-ced3-511c-b6ee-d55679322dd4|bgbnxcruym5wx|Jump Module|Encompasses the initial steps to determine the look and variety of jump modules.|1624838400000|1625356800000|1617824645000|1629867600000|1|1|||SC
189|0de49bb7-d5c5-593b-b262-ca987a14f0b4|kv4g4bc7qr6zt|Jump Point Spacescaping           |Creating the environments around the Jump Points connecting Stanton and Pyro. The locations will utilize gas cloud tech and include rest stops and other infrastructure.|1615248000000|1621296000000|1608321979000|1629867600000|2|1|||SC
190|94377bf4-ec6b-5c42-9521-1aeac7818d21|8d5dyn9wigqwy|Jump Points|Building out the functionality, visual, and audio effects for the jump points used to travel between systems, and setting them up in-game. Including necessary vehicle items and functionality, the jump points themselves, and their inner tunnels.|1613779200000|1647302400000|1608315015000|1629867600000|3|4|||SC,SQ42
191|96243866-b3f5-514f-9fc8-6d9475145c6d|zwtensekkn0jg|Klaus &amp; Werner Attachments|Designing and creating the new Klaus &amp; Werner weapon attachments. Includes asset creation, animation, and balancing.|1609718400000|1610064000000|1612825658000|1629867600000|1|1|||SC
192|e24e0fd1-a590-59ce-8ba0-b6b2a2306892|bkuj3cavjec91|Landing Gear Springs|Support for Cinematics to be able to control landing gear spring height.|1612742400000|1614902400000|1608564748000|1629867600000|1|1|||SQ42
193|ec406e64-ad95-5364-9085-7af5886b000e|b8jb0pksxk83a|Laser Trip Mine|Implementing laser trip mines into the game, which are explosives that use light beams as triggers. When someone or something comes into contact with the beam, the mine goes boom.|1626825600000|1644883200000|1626278663000|1629867600000|4|2|||SC
194|a775fcbc-9353-5136-a664-f63b7e323ec8|b294s1h2u5fda|Lava Tech|Modifying and tuning river tech to produce impressive lava rivers and lakes.|1641254400000|1646092800000|1621427544000|1629867600000|1|1|||SC
195|21f0a1d0-6302-5c08-a233-d22c206e7a1a|f5ogpmjrol4lx|Law System Improvements|Updates to the Law System include proxy crime when one person on board a ship commits a felony and the option to hide notifications and criminal rating updates.|1610409600000|1616371200000|1608323386000|1629867600000|1|1|||SC
196|f927e8fc-1061-5576-a436-5c3377ac67b1|gihvho67q3is8|Lean Over Cover|Implementing the tech and animation needed to allow characters and NPCs to push into cover objects, as well as look, lean, and shoot over them.|1652659200000|1657238400000|1629831847000|1629867600000|1|1|||SC
197|d108ae40-86d4-570f-bf8e-85f9c7854a58|33blaeu69e6k3|Levski - Hospital Interior Location|Levski hospital interior where players can heal, revive, and purchase medical supplies and life insurance.|1613520000000|1647302400000|1617825588000|1629867600000|1|1|||SC
198|a7a7e450-71a9-58bb-a6f0-b350a09804d7|3fbborm2578lc|Life Support T0|Implementing the first iteration of onboard life support systems in ships, which entails a ship component that generates air when turned on, and management of said life support component within the vehicle loadout manager.|1618790400000|1631836800000|1620229996000|1629867600000|3|2|||SC
199|2d69c80d-de87-5e3f-a401-d4df1f911086|i1pvj7xr6yodu|Login Flow|Improving the login process to allow for more stability and easier analysis of errors, as well as improvements to queue that will help streamline the login process, particularly in instances of high concurrency.|1629244800000|1638835200000|1622667458000|1629867600000|1|1|||SC
200|9a3f3c0a-e0e9-5926-8fd1-93637d0ea830|c4lf55bwkyfo1|Long Distance Probing|This feature will allow players to launch quantum-traveling probes that can detect signatures at extreme ranges far beyond the reach of ship scanners. The signatures can ultimately be used to identify point-of-interest and plan quantum travel.|1629244800000|1648512000000|1608567709000|1629867600000|2|2|||SC
201|867d4db1-b053-5694-9c7b-d805248fdfc7|bfkqi5r7dvz1f|Loot Generation T0|Implementing the systems that generate containers throughout the persistent universe (crates/lockers/boxes) that contain dynamically populated, randomized loot.|1614729600000|1629158400000|1629831195000|1629867600000|4|5||29|SC
202|f3d3ae91-f986-5057-96d1-fa82e3cb3de2|mbmjis7brhzg7|Loot Generation T1|This system deals with the generation of lootable containers throughout the world, their contents and how they can be accessed/broken in to.|1628899200000|1642464000000|1617825005000|1629867600000|2|1|||SC
203|139ba686-a91f-5291-874b-88708bcaf301|praf33dqb5eqb|Lorville - Hospital Interior Location|Implementation of a working hospital located in Lorville, where players can be healed and revived, as well as purchase medical supplies and life insurance.|1613520000000|1647302400000|1628647313000|1629867600000|1|1||30|SC
204|bc5bb07a-35b4-5068-9201-565306fab77b|mckqpqjm2zzyb|Mag Stripping/Refill|This will allow players to strip found weapons of their ammunition. They can then remove each bullet and refill their own magazines manually or via a bullet reloader. This is only compatible with ballistic ammunition.|1610323200000|1622764800000|1617821107000|1629867600000|2|1|||SC,SQ42
205|52f7f8f2-ba7e-5aa0-8fcd-fe254d7a27f3|sk9o323z0g93l|Male Specialist Heavy RRS Armor|Creating an RRS Specialist heavy armor set, including its material variants.|1630281600000|1632441600000|1627486310000|1629867600000|2|1|||SC
206|35ad97e6-2092-5fc2-a7dc-aae76ad9da0b|4jqnwizcp9odq|Male Specialist Light RRS Armor|A modular light armor set aimed for stealth specialization.|1616976000000|1630022400000|1617826266000|1629867600000|2|1|||SC
207|9b4c2554-a969-522b-8ad3-9064cac56467|lz0inyoyefgtn|Map and Radar System Rework|An overhaul of the underlying system and associated UI for the Starmap, radar, local area map, and minimap.|1617580800000|1631836800000|1617825644000|1629867600000|1|2|||SC,SQ42
208|0df306a8-38e0-58a2-bf0e-cac8d87219a8|43qyxn50bneui|Maya Live Link|Maya Live Link establishes a link between Maya and the engine's Sandbox Editor. It is primarily meant to give animators the best possible, &quot;what you see is what you get&quot; style preview quality by seamlessly integrating the Editor-rendered images in the Maya viewport.|1630368000000|1632700800000|1626278355000|1629867600000|1|1|||SC,SQ42
209|7150b382-6409-5660-b2a2-9639963c3aaf|0qgiv4hjv3veh|Maya Loadouts from P4K|Encompasses tasks related to querying skin files and geometry from P4K and rebuild them inside maya on an existing maya animation rig.|1623110400000|1624233600000|1617825111000|1629867600000|1|1|||SC,SQ42
210|2c11a13c-9c6d-50d4-8d53-274cab209284|ijawdgt489x8d|Medical Gown|When players respawn in hospitals, they will respawn wearing a medical gown to show that they have been treated at the hospital. |1616976000000|1628812800000|1617826064000|1629867600000|2|1|||SC
211|71aa101e-164f-53b6-b6b8-ae6841c65baf|653a5ihr60v9r|Medical UI Support|Creating specific shaders to allow for medical gameplay UI, such as skeleton and X-Ray shaders. |1616976000000|1621555200000|1617826121000|1629867600000|2|1|||SC
212|94821297-af55-5793-87e1-c42d0751ea84|x238xrlu46brf|MFD Rework|We will both rebuild ship MFDs with our new Building Blocks UI technology, as well as completely redesign them in an effort to make them more customizable, better matched to ship aesthetics, and better at serving ship gameplay.|1612569600000|1656028800000|1608315057000|1629867600000|1|1|||SC,SQ42
213|272f741f-3993-5bf0-aee7-1715e2150c4d|q6nz3la59kg7x|Migrating Legacy Vehicle XMLs to Datacore|Updating XML vehicle data to be stored in a new optimized location and format.|1620000000000|1620950400000|1620970548000|1629867600000|1|1|||SC,SQ42
214|806cde95-cba0-5730-a3db-7474e936a76c|9gmsmz2agphu1|Mining Components|Mining sub-components will allow players to customize their lasers to suit specific jobs and encounters. For example, some will make mining easier, some will make it faster, and some will have great stat boosts at the cost of serious trade-offs elsewhere.|1609804800000|1613433600000|1617820449000|1629867600000|2|1||31|SC
215|4dfa2354-bd92-5d51-a488-a51bcf3cf4f6|0hjlqfcbfi08b|Mining Gadgets|Mining Gadgets will help to modify the rock and assist the player with mining a Deposit. The player can attach a device physically to a mineable deposit in FPS to modify its stats, making mining either easier and safer, or quicker and riskier.|1612224000000|1632441600000|1617824965000|1629867600000|4|4|||SC
216|8d422c7c-6f2d-535d-a285-021999c1f1f5|i7j6aonq4inm9|MISC Hull A|Encompasses all tasks, including design, art, audio, and tech required for the implementation of the MISC Hull-A cargo hauler in the PU.|1624838400000|1644883200000|1629831406000|1629867600000|2|2||32|SC
217|e5975c1a-6422-5621-a958-a9e16ee479ee|amfnzbir75lb4|MISC Hull C|Encompasses all tasks, including design, art, audio, and tech, required for the implementation of the MISC Hull-C heavy cargo hauler into the PU.|1615161600000|1635292800000|1629831426000|1629867600000|4|5||33|SC,SQ42
218|209fef43-62b7-5b06-859c-f76c2211c986|sabjwr0nd84br|MISC Hull D|Building, implementing, and balancing MISC's heavy cargo hauler, the Hull D, as a flight-ready vehicle.|1641168000000|1642723200000|1621427941000|1629867600000|1|1|||SC
219|bc7fe94f-24bc-5450-abe7-dec06306599d|nurluoxzk366g|MISC Hull E|Building, implementing, and balancing MISC's heavy cargo hauler, the Hull E, as a flight-ready vehicle.|1642982400000|1645142400000|1621428000000|1629867600000|1|1|||SC
220|99adee3b-48a2-5bc1-b939-664bf41fd602|qvviufr1cqczy|Miscellaneous Support|Includes general support for other teams, updating existing features, or small tasks that don't necessitate a full entry. |1609459200000|1657238400000|1611764538000|1629867600000|6|32|||SC,SQ42
221|8fc0f7f5-fcbe-5bf6-a6d6-979c1abbc1b6|i3r05bbupxmeb|Missile Operator Mode|Missiles will now be controlled under a dedicated missile operator mode, which gives players the option to select and fire specific missiles while operating in ships, such as the Vanguard, which allow for different types of missiles and torpedoes.|1609891200000|1624579200000|1629831398000|1629867600000|2|3||34|SC,SQ42
222|171a2584-6d30-59ff-ae4e-f4fcbb8f9b94|bixjxqeivhzgt|Missiles Improvements|Convert missiles to use the IFCS guidance and control systems. This will improve missile performance and tracking ability, enabling greater control over general missile behaviors.|1609718400000|1614729600000|1617820887000|1629867600000|3|3||35|SC,SQ42
223|73ce8697-6df3-5a2e-a212-7ea225e169f4|3z83h7jkt4nsu|Mission Manager App|Alongside converting to Building Blocks, this feature includes an updated UI in support of the dynamic mission system. Also includes the ability for players to see the reputational requirements of mission content.|1648598400000|1653004800000|1608318824000|1629867600000|2|1|||SC
224|e99e6563-e9eb-5202-a96c-61752d45f0d1|wew89upgxq2rr|Mission Manager Updates|Alongside converting to Building Blocks, this feature includes an updated UI in support of the dynamic mission system. Also includes the ability for players to see the reputational requirements of mission content.|1643760000000|1646092800000|1621428034000|1629867600000|1|1|||SC
225|9539a415-b1fd-559e-8316-6d1e33b66b37|xn649yrjftuad|MOAB|Designing and creating the 'Mother of all bombs' or MOAB. Includes asset creation, animation, and balancing.|1609718400000|1629676800000|1617821598000|1629867600000|2|3||7|SC
226|733195f5-cab1-5450-8ecf-3a4cf58e35dd|ebfdrokfjjw3n|Mop &amp; Bucket|Enabling support for AI janitors to use multiple tools in either hand.|1628208000000|1631750400000|1608567737000|1629867600000|1|1|||SQ42
227|47230437-2be5-56c3-97da-a893f82db32c|df7yfomll04bv|Mounted Guns|Further expanding the player's arsenal by allowing them to take control of a mounted gun on either a vehicle or the ground. These weapons will offer greater firepower and stability at the cost of mobility.|1610323200000|1626998400000|1629831443000|1629867600000|3|3||36|SC,SQ42
228|c82f1e57-c01f-555c-aec2-c36fa76432de|3ecdcrvcqeqnk|Move Planet to Compute|Planetary terrain chunks have an important screen rendering fill-rate. Distant terrain shading attributes are computed on a per pixel basis which is not necessary most of of the time. By using a compute shader we can simplify and reduce the pixel shader cost to boost the overall terrain rendering performance. |1632873600000|1640044800000|1611718810000|1629867600000|1|1|||SC,SQ42
229|451d934f-de4d-58f6-8e1e-8fb4c975e7ce|5rp1aa970eavq|MT Healing Attachment|Designing and creating the multi-tool healing attachment. Includes asset creation, animation, and balancing.|1610928000000|1626998400000|1617821010000|1629867600000|3|4||37|SC,SQ42
230|e24958b5-6587-5072-9902-8f7f81a4a417|epjd1cdkgx4zg|MT Salvage Attachment|Designing and creating the multi-tool salvage attachment. Includes asset creation, animation, and balancing.|1616976000000|1617321600000|1617821701000|1629867600000|2|1||38|SC,SQ42
231|f5a10d0a-c641-5e21-96a3-7fd95539a572|kkdvj3plunfa9|MultiGrid SDF - Capital Ship Destruction|Enabling the interior of a ship to follow the exterior, allowing capital ships to split in two.|1641772800000|1645142400000|1608313529000|1629867600000|2|1|||SC,SQ42
232|89280da1-2b23-5f66-9373-2fe36a4b196d|87dl6j4sckkdx|Navy Jumpsuit|A generic navy jumpsuit worn by various NPCs that will be encountered throughout Squadron 42.|1623024000000|1623974400000|1617825814000|1629867600000|1|1|||SQ42
233|40b11fcf-cd4d-54ec-a408-d0ad9c94ebc4|10hoqs1h8m3y2|New Babbage - Hospital Interior Location|New Babbage hospital interior where players can heal, revive, and purchase medical supplies and life insurance.|1611100800000|1620950400000|1628645598000|1629867600000|2|4||39|SC
234|26a38a29-9876-555d-bb7d-ec307cbe8e06|wozcku5qzog31|New Building Blocks Editor|A new editor for building blocks to increase productivity for UI artists and designers. It will include various tools to make visual layouts, animation, and restyling easier.|1617580800000|1631836800000|1617825664000|1629867600000|2|2|||SC,SQ42
235|5b6830af-c640-5ddd-a24a-1400a8412d7f|gibpo16sag6zy|NPC Character Creation Service|This service will aid in the creation of AI at specific locations for specific reasons, such as the Quantum Simulation.|1609459200000|1623369600000|1608756898000|1629867600000|1|1|||SC
236|0e540798-8246-52bd-90bd-5899866fbca0|n12wiexq0luvq|NPC Scheduler Service|The NPC Scheduler is meant to add and remove NPC's to the game, dynamically spawning them into and out of the 'verse based on NPC Archetype, Maximum number of NPC's in a given area, and the probabilities of those NPC Archetypes.|1614556800000|1642464000000|1608756893000|1629867600000|3|2|||SC
237|518d793c-3a7c-5a08-af29-e7ede578fa23|zk3a0tp8t54q7|NPC Tracker Service|The NPC Tracker Service tracks and records the actions of players and NPCs. In turn, Bounty Hunting gameplay will use this service to expose the actions taken by outlaws so they can be tracked by Bounty Hunters.|1612137600000|1640908800000|1618727534000|1629867600000|1|1|||SC
238|eb0b5099-da01-5ea3-960c-e9936fb6243e|ocwdl38o5v7ad|Nyx System, Planet, and Mission Setup|Completing the initial foundational work needed to implement the Nyx System into the game.|1617062400000|1648512000000|1618972374000|1629867600000|1|2|||SC
239|29124bcb-a4c7-5ed1-bbff-d15d0b3e01b4|rhvp95yohx0pl|Origin 600i Gold Standard|Implementing, polishing, and optimizing all features required to bring the Origin 600i to gold standard.|1633305600000|1642118400000|1621428079000|1629867600000|2|2|||SC
240|d44a0f2a-5ad6-5b38-ab06-69cfa478a13c|krzqq1260zags|Origin M50 Engine Swap|Update to allow players to swap the bespoke engine of the Origin M50 for other compatible components.|1645401600000|1647561600000|1617821885000|1629867600000|2|1||40|SC
241|7ec18b0a-e07d-5365-ae8f-ca783a9625e1|oxqipw0l3abu7|Orison - Hospital Interior Location|Orison hospital interior where players can heal, revive, and purchase medical supplies and life insurance.|1611100800000|1624579200000|1628645631000|1629867600000|2|3||41|SC
242|2c1e430c-ea69-5f60-8dc9-2c508e8b8768|378amvh2mytyk|Orison Executive Outfit|This is a set of clothing intended to represent some of the higher end occupants of Crusader. They will be worn by people on Crusader such as the managers and higher level directors of the business.|1619395200000|1621555200000|1617826452000|1629867600000|1|1|||SC
243|40bc23e6-fff1-5cd4-b29b-9d341c9abab7|toe8kml0tthp1|Orison Jacket|Building and implementing Orison themed jackets that can be worn by NPCs and also be purchased by players. |1618185600000|1619136000000|1617826470000|1629867600000|1|1|||SC
244|9810baa2-6ec7-5011-bf21-b1d41a44b8b3|40in1cdj3but1|Orison Mascot Suit|A mascot outfit worn by NPCs to showcase Orison's whale mascot that will welcome players to Orison. |1620604800000|1621555200000|1617826483000|1629867600000|1|1|||SC
245|d1f18592-6073-57ad-be2d-3f10440d390c|yzpr2xxbnnllt|Orison Outfit 01|Building and implementing a series of Orison uniforms worn by NPCs that can also be purchased by players. |1618185600000|1620345600000|1617826499000|1629867600000|1|1|||SC
246|4f2e8908-afcc-5223-861b-7a8917f55bfa|pfe7frpdmemrt|Orison V1|Comprised of a latticework of platforms suspended in mid-atmosphere, Orison is considered one of the most picturesque locations in Stanton. This task includes creating all areas of the landing zone, including shipyards, habs, gardens, and spaceport.|1609718400000|1628208000000|1617820749000|1629867600000|3|8||42|SC
247|3c13afeb-5cbd-5535-8dd9-12436a5a5962|3afoobey8jbar|Orison V2|Improving Crusader's landing zone with more shops and expanding various services around the city.|1625529600000|1631577600000|1629831355000|1629867600000|4|7||43|SC
248|a4d512c6-8701-5782-bdd8-55bcf67a528d|6y0n9cnwggnc7|Outer System|Polish pass on existing environmental assets around the outer system.|1612137600000|1614384000000|1608669114000|1629867600000|1|1|||SQ42
249|ac7ffc63-04f1-57cd-97b9-8c140d0b712d|2l41u7q012cwc|Outpost Homestead - Independent &amp; Outlaw|A small home for AI to live and shelter. They consist of a central hub and a few optional internal and external modules. They provide the basic necessities to support a small group of people for an indefinite amount of time.|1609804800000|1644883200000|1626282275000|1629867600000|4|6||44|SC
250|fbbe2c64-dfd5-5db2-b934-d8301d02eafb|3z2lkiq68ztfo|Outpost Theme Variants|Adding themed variants to Colonialism outposts, which allows us to create different points of interest in the world. Themes will range from abandoned, mining, research, and many more. |1641254400000|1648512000000|1608659523000|1629867600000|2|1|||SC
251|4a7916ce-6a37-5a3f-8a18-dcea03c677b4|x8mdafa7ky5dn|Persistent Hangars|"Work that grants players the ability to have their own Persistent Hangars. This will also bring changes to the Cargo gameplay loop by allowing players to pack their grids manually.
"|1620604800000|1646092800000|1629831363000|1629867600000|3|1||45|SC
252|ce514086-607f-585e-8939-d537e09609ee|22qmiobcit64m|Persistent Streaming and Server Meshing|Proprietary Server Meshing and Persistence Technology will allow Star Citizen to scale up it's shared universe across game servers. Eventually this technology will allow thousands of players to co-exist in the verse. Once the first version of this is implemented the number of servers and players will increase over successive versions.|1609459200000|1656633600000|1611716163000|1629867600000|3|10|||SC
253|44fb0786-0baa-58c8-9293-ac347fa6f766|ypdsnugtnelf1|Personal Inventory|When implemented, players will physically store weapons, gadgets, consumables, healing items, and more on their person and in vehicles via backpacks, pockets, and containers. This utilizes the new iCache for persistence wherever players travel.|1611273600000|1631750400000|1617820787000|1629867600000|5|5||46|SC,SQ42
254|9d86ce9d-e8d1-5977-8940-39cb53a2463f|s4smhgp8uw58x|Physical Damage &amp; Breakability|Making use of the physics engine to create a system that looks and behaves realistically when large objects such as ships are damaged by weaponry or colliding with other ships, locations, or planets.|1611014400000|1630886400000|1611716147000|1629867600000|1|1|||SC,SQ42
255|b30536f9-3b0f-5985-a584-07ed66a17b66|wfonoo5iyj4pf|Physical QT Movement|Perform the QT movement within physics, along with efficient empty space checks along the QT path to determine when to drop out of QT if a potential intersection might occur. |1625443200000|1630886400000|1611716222000|1629867600000|1|1|||SC,SQ42
256|628c38b8-5eff-5705-a5f8-01f2a36e61dc|kjcb0qsrzliv5|Physical/Local Inventory Support|Adjusting shops and VMA to support the required API changes for local/physical inventory for players. Some of the transaction code will also be refactored, and several additional debugging options are being added so that we can identify problems and resolve bugs faster. The VMA will be updated so a player can only adjust their ship's loadout if they are in a location where they are currently storing other ship related items. |1616976000000|1625184000000|1629831351000|1629867600000|1|1||47|SC
257|3f1adff1-bd46-5b4c-8e8c-baeb462ef68f|41zt43duyo4eq|PlanEd &amp; SolEd Support|Continuous support for workflow improvements and implementing features based on core planet tech changes, including bug fixes for both the Planet Editor and Solar System Editor. |1614729600000|1620691200000|1611718651000|1629867600000|1|1|||SC,SQ42
258|2feb5164-7237-57c2-b922-549e9e7624e8|wd29wi0szi45n|Planet GPU displacement|Offload CPU computation by applying displacement terrain offset in GPU for distant terrain chunks in the tessellation stage. This aims to provide a better terrain chunk LODs stability and a softer visual transition between terrain and ocean. |1609804800000|1612224000000|1611718697000|1629867600000|1|1|||SC,SQ42
259|c9200b5e-4ea7-5962-8ecc-c8d9756fa908|3bv6zgoykh366|Plasma Ammunition|Further work on this damage type will cause damage over time to actors, vehicles and ships. Larger weapons of this type will also leave behind a hazard, causing further damage to anything in close proximity to it. This will fulfill the original vision we had for the plasma weapons we already have in-game, and those we have planned for the future.|1652659200000|1657238400000|1628644142000|1629867600000|1|1|||SC,SQ42
260|e1c697df-8185-5d02-bc0f-99deed6b1ea8|cu5qv09ejh26l|Player Account Entitlement|Incorporation of Player Account ship and item entitlement into the graph inventory database.|1617062400000|1618185600000|1617827195000|1629867600000|1|1|||SC
